Store,Date,IsHoliday,Weekly_Sales,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Lag_1,Lag_52,Rolling_Mean_4w,Year,Month,WeekOfYear,Type_encoded
1,2011-10-28,0,1445249.09,A,151315,66.57,3.372,,,,,,217.6766791,7.866,1502562.78,1384209.22,1505410.1225,2011,10,43,0
1,2011-11-04,0,1697229.58,A,151315,54.98,3.332,,,,,,217.837382,7.866,1445249.09,1551659.28,1518081.9375,2011,11,44,0
1,2011-11-11,0,1594938.8900000001,A,151315,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,1697229.58,1494479.49,1534641.8450000002,2011,11,45,0
1,2011-11-18,0,1539483.7,A,151315,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,1594938.8900000001,1483784.18,1559995.0850000002,2011,11,46,0
1,2011-11-25,1,2033320.66,A,151315,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,1539483.7,1955624.11,1569225.3150000002,2011,11,47,0
1,2011-12-02,0,1584083.95,A,151315,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,2033320.66,1548033.78,1716243.2075,2011,12,48,0
1,2011-12-09,0,1799682.38,A,151315,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,1584083.95,1682614.26,1687956.7999999998,2011,12,49,0
1,2011-12-16,0,1881176.67,A,151315,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,1799682.38,1891034.93,1739142.6724999999,2011,12,50,0
1,2011-12-23,0,2270188.99,A,151315,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,1881176.67,2387950.2,1824565.9149999998,2011,12,51,0
1,2011-12-30,1,1497462.72,A,151315,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,2270188.99,1367320.01,1883782.9975,2011,12,52,0
1,2012-01-06,0,1550369.92,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,1497462.72,1444732.28,1862127.69,2012,1,1,0
1,2012-01-13,0,1459601.17,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,1550369.92,1391013.96,1799799.575,2012,1,2,0
1,2012-01-20,0,1394393.84,A,151315,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,1459601.17,1327405.42,1694405.7,2012,1,3,0
1,2012-01-27,0,1319325.59,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,1394393.84,1316899.31,1475456.9125,2012,1,4,0
1,2012-02-03,0,1636339.65,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,1319325.59,1606629.58,1430922.6300000001,2012,2,5,0
1,2012-02-10,1,1802477.43,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,1636339.65,1649614.93,1452415.0625,2012,2,6,0
1,2012-02-17,0,1819870.0,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,1802477.43,1686842.78,1538134.1275,2012,2,7,0
1,2012-02-24,0,1539387.83,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,1819870.0,1456800.28,1644503.1675,2012,2,8,0
1,2012-03-02,0,1688420.76,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,1539387.83,1636263.41,1699518.7275,2012,3,9,0
1,2012-03-09,0,1675431.16,A,151315,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,1688420.76,1553191.63,1712539.0050000001,2012,3,10,0
1,2012-03-16,0,1677472.78,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,1675431.16,1576818.06,1680777.4375,2012,3,11,0
1,2012-03-23,0,1511068.07,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,1677472.78,1541102.3800000001,1645178.1324999998,2012,3,12,0
1,2012-03-30,0,1649604.63,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,1511068.07,1495064.75,1638098.1925,2012,3,13,0
1,2012-04-06,0,1899676.8800000001,A,151315,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,1649604.63,1614259.35,1628394.16,2012,4,14,0
1,2012-04-13,0,1621031.7,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,1899676.8800000001,1559889.0,1684455.59,2012,4,15,0
1,2012-04-20,0,1521577.8699999999,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,1621031.7,1564819.81,1670345.32,2012,4,16,0
1,2012-04-27,0,1468928.3699999999,A,151315,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,1521577.8699999999,1455090.69,1672972.77,2012,4,17,0
2,2011-02-04,0,1929346.23,A,202307,38.25,2.989,,,,,,212.2240646,8.028,1695371.68,2136989.46,1737250.2375,2011,2,5,0
2,2011-02-11,1,2168041.61,A,202307,33.19,3.022,,,,,,212.5928624,8.028,1929346.23,2137809.5,1780074.0975000001,2011,2,6,0
2,2011-02-18,0,2080884.82,A,202307,57.83,3.045,,,,,,212.9033115,8.028,2168041.61,2124451.54,1886036.105,2011,2,7,0
2,2011-02-25,0,1833511.08,A,202307,60.8,3.065,,,,,,213.190421,8.028,2080884.82,1865097.27,1968411.085,2011,2,8,0
2,2011-03-04,0,1981607.78,A,202307,57.77,3.288,,,,,,213.4775305,8.028,1833511.08,1991013.13,2002945.935,2011,3,9,0
2,2011-03-11,0,1879107.31,A,202307,52.7,3.459,,,,,,213.7646401,8.028,1981607.78,1990483.78,2016011.3224999998,2011,3,10,0
2,2011-03-18,0,1902557.66,A,202307,62.32,3.488,,,,,,214.0156238,8.028,1879107.31,1946070.8800000001,1943777.7475,2011,3,11,0
2,2011-03-25,0,1766162.05,A,202307,69.42,3.473,,,,,,214.2521573,8.028,1902557.66,1750197.81,1899195.9575,2011,3,12,0
2,2011-04-01,0,1800171.3599999999,A,202307,55.43,3.524,,,,,,214.4886908,7.931,1766162.05,2066187.72,1882358.7,2011,4,13,0
2,2011-04-08,0,1847552.61,A,202307,67.0,3.622,,,,,,214.7252242,7.931,1800171.3599999999,1954689.21,1836999.5949999997,2011,4,14,0
2,2011-04-15,0,1856467.84,A,202307,69.48,3.743,,,,,,214.9420631,7.931,1847552.61,1874957.94,1829110.92,2011,4,15,0
2,2011-04-22,0,1886339.6,A,202307,69.39,3.807,,,,,,215.1096657,7.931,1856467.84,1821990.93,1817588.4649999999,2011,4,16,0
2,2011-04-29,0,1745545.28,A,202307,69.21,3.81,,,,,,215.2772683,7.931,1886339.6,1802450.29,1847632.8525,2011,4,17,0
2,2011-05-06,0,1837743.6,A,202307,61.48,3.906,,,,,,215.4448709,7.931,1745545.28,2042581.71,1833976.3325000003,2011,5,18,0
2,2011-05-13,0,1838513.07,A,202307,74.61,3.899,,,,,,215.6124735,7.931,1837743.6,1880752.36,1831524.08,2011,5,19,0
2,2011-05-20,0,1688281.8599999999,A,202307,67.14,3.907,,,,,,215.3834778,7.931,1838513.07,1896937.1,1827035.3875000002,2011,5,20,0
2,2011-05-27,0,1797732.56,A,202307,76.42,3.786,,,,,,215.1544822,7.931,1688281.8599999999,1957113.89,1777520.9525000001,2011,5,21,0
2,2011-06-03,0,1933756.21,A,202307,83.07,3.699,,,,,,214.9254865,7.931,1797732.56,2102539.93,1790567.7725,2011,6,22,0
2,2011-06-10,0,1929153.1600000001,A,202307,83.4,3.648,,,,,,214.6964908,7.931,1933756.21,2025538.76,1814570.925,2011,6,23,0
2,2011-06-17,0,1953771.99,A,202307,86.53,3.637,,,,,,214.6513538,7.931,1929153.1600000001,2001636.96,1837230.9475,2011,6,24,0
2,2011-06-24,0,1790925.8,A,202307,85.17,3.594,,,,,,214.7441108,7.931,1953771.99,1939927.09,1903603.48,2011,6,25,0
2,2011-07-01,0,1866243.0,A,202307,85.69,3.524,,,,,,214.8368678,7.852,1790925.8,2003940.64,1901901.79,2011,7,26,0
2,2011-07-08,0,1853161.99,A,202307,87.7,3.48,,,,,,214.9296249,7.852,1866243.0,1880902.6199999999,1885023.4875,2011,7,27,0
2,2011-07-15,0,1785187.29,A,202307,89.83,3.575,,,,,,215.0134426,7.852,1853161.99,1845879.79,1866025.695,2011,7,28,0
2,2011-07-22,0,1743816.41,A,202307,89.34,3.651,,,,,,215.0749122,7.852,1785187.29,1781717.71,1823879.52,2011,7,29,0
2,2011-07-29,0,1680693.06,A,202307,90.07,3.682,,,,,,215.1363819,7.852,1743816.41,1804246.16,1812102.1724999999,2011,7,30,0
2,2011-08-05,0,1876704.26,A,202307,93.34,3.684,,,,,,215.1978515,7.852,1680693.06,1991909.98,1765714.6875,2011,8,31,0
2,2011-08-12,0,1812768.26,A,202307,91.58,3.638,,,,,,215.2593211,7.852,1876704.26,1895601.05,1771600.255,2011,8,32,0
2,2011-08-19,0,1844094.59,A,202307,89.86,3.554,,,,,,215.3229307,7.852,1812768.26,1964335.23,1778495.4975,2011,8,33,0
2,2011-08-26,0,1821139.91,A,202307,90.45,3.523,,,,,,215.386897,7.852,1844094.59,1863840.49,1803565.0425,2011,8,34,0
2,2011-09-02,0,1809119.7,A,202307,89.64,3.533,,,,,,215.4508632,7.852,1821139.91,1904608.09,1838676.755,2011,9,35,0
2,2011-09-09,1,1748000.65,A,202307,77.97,3.546,,,,,,215.5148295,7.852,1809119.7,1839128.83,1821780.615,2011,9,36,0
2,2011-09-16,0,1691439.52,A,202307,78.85,3.526,,,,,,215.6944378,7.852,1748000.65,1793903.5999999999,1805588.7125,2011,9,37,0
2,2011-09-23,0,1669299.78,A,202307,75.58,3.467,,,,,,216.0282356,7.852,1691439.52,1724557.22,1767424.9449999998,2011,9,38,0
2,2011-09-30,0,1650394.44,A,202307,78.14,3.355,,,,,,216.3620333,7.852,1669299.78,1827440.43,1729464.9124999999,2011,9,39,0
2,2011-10-07,0,1837553.43,A,202307,69.92,3.285,,,,,,216.6958311,7.441,1650394.44,1849921.44,1689783.5975000001,2011,10,40,0
2,2011-10-14,0,1743882.19,A,202307,71.67,3.274,,,,,,217.0048261,7.441,1837553.43,1794355.49,1712171.7925,2011,10,41,0
2,2011-10-21,0,1834680.25,A,202307,64.53,3.353,,,,,,217.1650042,7.441,1743882.19,1737947.64,1725282.46,2011,10,42,0
2,2011-10-28,0,1769296.25,A,202307,65.87,3.372,,,,,,217.3251824,7.441,1834680.25,1802755.11,1766627.5775,2011,10,43,0
2,2011-11-04,0,1959707.9,A,202307,55.53,3.332,,,,,,217.4853605,7.441,1769296.25,1939061.41,1796353.0299999998,2011,11,44,0
2,2011-11-11,0,1920725.15,A,202307,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,1959707.9,1916812.74,1826891.6475,2011,11,45,0
2,2011-11-18,0,1902762.5,A,202307,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,1920725.15,1956739.17,1871102.3875,2011,11,46,0
2,2011-11-25,1,2614202.3,A,202307,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,7.441,1902762.5,2658725.29,1888122.95,2011,11,47,0
2,2011-12-02,0,1954952.0,A,202307,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,2614202.3,2015781.27,2099349.4625,2011,12,48,0
2,2011-12-09,0,2290549.32,A,202307,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.605037,7.441,1954952.0,2378726.55,2098160.4875,2011,12,49,0
2,2011-12-16,0,2432736.52,A,202307,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,2290549.32,2609166.75,2190616.53,2011,12,50,0
2,2011-12-23,0,3224369.8,A,202307,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,2432736.52,3436007.68,2323110.035,2011,12,51,0
2,2011-12-30,1,1874226.52,A,202307,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,3224369.8,1750434.55,2475651.91,2011,12,52,0
2,2012-01-06,0,1799520.1400000001,A,202307,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,1874226.52,1758050.79,2455470.54,2012,1,1,0
2,2012-01-13,0,1744725.48,A,202307,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,1799520.1400000001,1744193.58,2332713.245,2012,1,2,0
2,2012-01-20,0,1711769.11,A,202307,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,1744725.48,1751384.9,2160710.485,2012,1,3,0
2,2012-01-27,0,1660906.1400000001,A,202307,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,1711769.11,1695371.68,1782560.3125,2012,1,4,0
2,2012-02-03,0,1935299.94,A,202307,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,1660906.1400000001,1929346.23,1729230.2175000003,2012,2,5,0
2,2012-02-10,1,2103322.68,A,202307,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,1935299.94,2168041.61,1763175.1675,2012,2,6,0
2,2012-02-17,0,2196688.46,A,202307,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,2103322.68,2080884.82,1852824.4675,2012,2,7,0
2,2012-02-24,0,1861802.7,A,202307,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7.057,2196688.46,1833511.08,1974054.3050000002,2012,2,8,0
2,2012-03-02,0,1952555.66,A,202307,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,1861802.7,1981607.78,2024278.445,2012,3,9,0
2,2012-03-09,0,1937628.26,A,202307,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,1952555.66,1879107.31,2028592.375,2012,3,10,0
2,2012-03-16,0,1976082.13,A,202307,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,220.8498468,7.057,1937628.26,1902557.66,1987168.77,2012,3,11,0
2,2012-03-23,0,1790439.16,A,202307,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,1976082.13,1766162.05,1932017.1875,2012,3,12,0
2,2012-03-30,0,1857480.84,A,202307,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,220.9991248,7.057,1790439.16,1800171.3599999999,1914176.3024999998,2012,3,13,0
2,2012-04-06,0,2129035.91,A,202307,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,1857480.84,1847552.61,1890407.5975,2012,4,14,0
2,2012-04-13,0,1935869.1,A,202307,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484028,6.891,2129035.91,1856467.84,1938259.51,2012,4,15,0
2,2012-04-20,0,1847344.45,A,202307,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,1935869.1,1886339.6,1928206.2525,2012,4,16,0
2,2012-04-27,0,1764133.09,A,202307,67.2,3.814,3076.68,,38.32,108.71,2708.9,221.255812,6.891,1847344.45,1745545.28,1942432.575,2012,4,17,0
3,2011-02-04,0,438516.53,B,37392,45.95,2.989,,,,,,215.8863367,7.551,364866.24000000005,461622.22,368761.34500000003,2011,2,5,1
3,2011-02-11,1,430526.21,B,37392,43.57,3.022,,,,,,216.2660913,7.551,438516.53,420728.96,383830.1425,2011,2,6,1
3,2011-02-18,0,432782.1,B,37392,61.58,3.045,,,,,,216.5843571,7.551,430526.21,421642.19,396196.42000000004,2011,2,7,1
3,2011-02-25,0,397211.19,B,37392,67.4,3.065,,,,,,216.8780275,7.551,432782.1,407204.86,416672.77,2011,2,8,1
3,2011-03-04,0,437084.51,B,37392,65.11,3.288,,,,,,217.1716979,7.551,397211.19,415202.04000000004,424759.0075,2011,3,9,1
3,2011-03-11,0,404753.3,B,37392,61.29,3.459,,,,,,217.4653683,7.551,437084.51,384200.69,424401.0025,2011,3,10,1
3,2011-03-18,0,392109.51,B,37392,69.47,3.488,,,,,,217.7235226,7.551,404753.3,375328.58999999997,417957.775,2011,3,11,1
3,2011-03-25,0,380683.67,B,37392,72.94,3.473,,,,,,217.9674705,7.551,392109.51,359949.27,407789.62749999994,2011,3,12,1
3,2011-04-01,0,374556.07999999996,B,37392,68.76,3.524,,,,,,218.2114184,7.574,380683.67,423294.4,403657.7475,2011,4,13,1
3,2011-04-08,0,384075.31,B,37392,72.55,3.622,,,,,,218.4553663,7.574,374556.07999999996,415870.28,388025.63999999996,2011,4,14,1
3,2011-04-15,0,366250.69,B,37392,75.88,3.743,,,,,,218.6788642,7.574,384075.31,354993.26,382856.14249999996,2011,4,15,1
3,2011-04-22,0,391860.04,B,37392,76.91,3.807,,,,,,218.851237,7.574,366250.69,339976.65,376391.4375,2011,4,16,1
3,2011-04-29,0,367405.4,B,37392,78.69,3.81,,,,,,219.0236099,7.574,391860.04,361248.39,379185.52999999997,2011,4,17,1
3,2011-05-06,0,413042.12,B,37392,69.45,3.906,,,,,,219.1959827,7.574,367405.4,399323.86,377397.86,2011,5,18,1
3,2011-05-13,0,386312.68,B,37392,79.87,3.899,,,,,,219.3683556,7.574,413042.12,384357.94,384639.5625,2011,5,19,1
3,2011-05-20,0,364603.13,B,37392,75.79,3.907,,,,,,219.127216,7.574,386312.68,343763.17,389655.06,2011,5,20,1
3,2011-05-27,0,369350.6,B,37392,84.41,3.786,,,,,,218.8860765,7.574,364603.13,350089.23,382840.8325,2011,5,21,1
3,2011-06-03,0,394507.84,B,37392,84.29,3.699,,,,,,218.6449369,7.574,369350.6,396968.8,383327.1325,2011,6,22,1
3,2011-06-10,0,391638.75,B,37392,84.84,3.648,,,,,,218.4037974,7.574,394507.84,355017.09,378693.5625,2011,6,23,1
3,2011-06-17,0,403423.34,B,37392,86.96,3.637,,,,,,218.3551748,7.574,391638.75,364076.85,380025.08,2011,6,24,1
3,2011-06-24,0,385520.71,B,37392,84.94,3.594,,,,,,218.45094,7.574,403423.34,357346.48,389730.1325,2011,6,25,1
3,2011-07-01,0,368962.72000000003,B,37392,85.1,3.524,,,,,,218.5467052,7.567,385520.71,381151.72000000003,393772.66000000003,2011,7,26,1
3,2011-07-08,0,395146.24,B,37392,85.38,3.48,,,,,,218.6424704,7.567,368962.72000000003,349214.18,387386.38,2011,7,27,1
3,2011-07-15,0,373454.33,B,37392,87.14,3.575,,,,,,218.7275216,7.567,395146.24,352728.78,388263.2525,2011,7,28,1
3,2011-07-22,0,360617.37,B,37392,86.19,3.651,,,,,,218.7857881,7.567,373454.33,352864.49,380771.0,2011,7,29,1
3,2011-07-29,0,345381.29,B,37392,88.07,3.682,,,,,,218.8440545,7.567,360617.37,347955.05,374545.16500000004,2011,7,30,1
3,2011-08-05,0,409981.25,B,37392,88.45,3.684,,,,,,218.9023209,7.567,345381.29,402635.76,368649.8075,2011,8,31,1
3,2011-08-12,0,380376.85,B,37392,88.88,3.638,,,,,,218.9605873,7.567,409981.25,339597.38,372358.56,2011,8,32,1
3,2011-08-19,0,379716.91000000003,B,37392,88.44,3.554,,,,,,219.023271,7.567,380376.85,351728.21,374089.19,2011,8,33,1
3,2011-08-26,0,366367.55,B,37392,87.67,3.523,,,,,,219.0866908,7.567,379716.91000000003,362134.08999999997,378864.075,2011,8,34,1
3,2011-09-02,0,375988.69,B,37392,89.12,3.533,,,,,,219.1501106,7.567,366367.55,366473.97000000003,384110.64,2011,9,35,1
3,2011-09-09,1,377347.49,B,37392,81.72,3.546,,,,,,219.2135305,7.567,375988.69,352260.97,375612.5,2011,9,36,1
3,2011-09-16,0,375629.51,B,37392,83.63,3.526,,,,,,219.3972867,7.567,377347.49,363064.64,374855.16,2011,9,37,1
3,2011-09-23,0,365248.94,B,37392,80.19,3.467,,,,,,219.7414914,7.567,375629.51,355626.87,373833.31,2011,9,38,1
3,2011-09-30,0,368477.93,B,37392,82.58,3.355,,,,,,220.085696,7.567,365248.94,358784.1,373553.6575,2011,9,39,1
3,2011-10-07,0,403342.4,B,37392,75.54,3.285,,,,,,220.4299007,7.197,368477.93,395107.35000000003,371675.9675,2011,10,40,1
3,2011-10-14,0,368282.57,B,37392,73.75,3.274,,,,,,220.7486167,7.197,403342.4,345584.39,378174.695,2011,10,41,1
3,2011-10-21,0,394976.36,B,37392,69.03,3.353,,,,,,220.9144005,7.197,368282.57,348895.98,376337.96,2011,10,42,1
3,2011-10-28,0,389540.62,B,37392,71.04,3.372,,,,,,221.0801842,7.197,394976.36,348591.74,383769.81499999994,2011,10,43,1
3,2011-11-04,0,459443.22,B,37392,59.31,3.332,,,,,,221.245968,7.197,389540.62,423175.56,389035.4875,2011,11,44,1
3,2011-11-11,0,407764.25,B,37392,61.7,3.297,8787.59,2006.62,200.01,570.57,1005.33,221.4117517,7.197,459443.22,386635.03,403060.6925,2011,11,45,1
3,2011-11-18,0,398838.97,B,37392,63.91,3.308,1383.53,23.27,19.95,865.09,2926.05,221.6432852,7.197,407764.25,372545.32,412931.1125,2011,11,46,1
3,2011-11-25,1,556925.1900000001,B,37392,68.0,3.236,41.74,10.47,37612.74,,135.16,221.9011185,7.197,398838.97,565567.84,413896.76499999996,2011,11,47,1
3,2011-12-02,0,472511.32,B,37392,54.97,3.172,850.86,18.94,781.71,394.29,7297.1,222.1589519,7.197,556925.1900000001,476420.77,455742.9075,2011,12,48,1
3,2011-12-09,0,468772.8,B,37392,49.26,3.158,4059.38,6.47,123.42,833.44,3018.08,222.4167852,7.197,472511.32,467642.02999999997,459009.9325,2011,12,49,1
